f,r,o,m
t,o
206258,208856
208856,206319
206319,208859
361096,350472
258026,257703
7954,10297
10297,172910
216456,209808
28354,27909
27909,27921
27921,28363
361341,350250
337355,346166
346166,337361
337361,346172
346172,337364
337364,337365
337365,346175
346175,346176
55587,53784
205133,206560
17943,9241
41610,41609
41609,42354
258056,258053
27272,81331
81331,200184
200184,27274
27274,217592
217592,27199
27199,27198
27198,213257
213257,27154
27154,81315
81315,213945
213945,27143
27143,81297
81297,27116
27116,205778
205778,205768
205768,205762
205762,205674
205674,205571
102011,102010
102010,101565
220013,220002
205682,207768
207768,205681
205681,207769
207769,207197
101240,101878
119522,126527
126880,126484
20291,29225
29225,101344
274121,274195
274195,274288
274288,274197
260497,260495
260495,265091
265091,265089
384011,289083
140072,140070
140070,135124
135124,140068
140068,135123
135123,140067
140067,135120
135120,140065
140065,140056
140056,144179
60827,60826
360650,252508
252508,252513
252513,252515
252515,252600
217934,217889
217889,211616
211616,217818
217818,217812
217812,211591
211591,211589
211589,217730
217730,211553
107759,102699
51122,49484
49484,49483
58647,58649
60722,60721
101469,101973
46849,71499
71499,82126
82126,72236
105956,105955
390106,390105
279780,279756
279756,279750
279750,279749
141969,141968
204975,206029
206029,207359
207359,207358
345940,345939
142138,142126
142126,142042
142042,144119
191910,193928
55377,54201
54201,57664
398063,397760
397760,398068
55343,5765
5765,5718
45860,46629
46629,41686
41686,46621
46621,46620
39045,39048
249882,249881
212954,212292
212292,212953
212953,208933
266437,10453
10453,266432
52402,52175
40459,283566
283566,283565
304008,304009
205213,50679
50679,119063
119063,190964
190964,208086
208086,119064
119064,190965
190965,208087
208087,206635
205311,206742
244455,236285
236285,244729
244729,236290
236290,244731
247302,247301
247301,247300
247300,279040
279040,247283
107829,10170
320295,320305
338898,336607
336607,337256
337256,337258
337258,337302
337302,346113
346113,337309
337309,337310
337310,337314
337314,346120
346120,346121
346121,346125
346125,337321
337321,346132
126628,7993
7993,7990
237160,239837
239837,237159
245518,245517
245778,19580
19580,101521
182442,182436
399103,399104
102000,101531
101531,101529
101529,101508
210074,210069
173945,173954
104467,106272
160272,160434
28824,28591
60475,60476
75273,75493
11302,11182
32734,31444
105120,105118
105118,105117
2901,154662
179988,183302
61272,61248
196118,195732
195732,197495
380067,379173
119796,129053
129053,211413
236850,238623
10786,10782
10782,10781
260802,260801
260801,265339
265339,265330
336779,337041
337041,336784
336784,337042
919,1896
1896,1452
144166,144164
144164,144172
152464,152334
300310,304640
304640,305280
305280,305283
902,892
892,891
891,893
893,1226
257604,284743
42453,41552
81805,81803
233045,233044
142778,142772
142772,142743
112328,112327
182672,182623
337910,337911
337911,337913
337913,337914
47512,196838
7116,43852
336448,336337
233674,233182
233182,233183
233183,233680
233680,233681
248758,248724
248724,248722
248722,248721
248721,248480
359795,360733
61152,61410
61410,61151
11245,20642
20642,11226
11226,20625
20625,11212
11212,20613
182625,9229
9229,32575
32575,237823
237823,105658
105658,105656
105656,173769
400493,400492
212291,212289
82626,82031
182653,182650
37596,37583
46781,46776
46776,46759
46759,46665
46665,46664
46664,46660
78234,203290
300346,304869
304869,38092
40705,40985
378628,379346
298571,298572
298572,298573
142151,142150
142150,142148
47521,196815
260200,260199
260199,265812
260131,264812
215956,3514
3514,54910
54910,215967
187729,187723
187723,187722
77575,112856
112856,112002
112002,112855
50652,49828
281874,281887
281887,333990
101343,101929
101929,101920
101920,101917
101917,30325
30325,30324
30324,30323
260786,265323
1926,1465
400410,400409
79062,78972
37897,295798
295798,295806
8980,8978
8978,17886
273975,273979
379911,379901
242615,242614
40936,43847
43847,59532
59532,70855
249776,111317
111317,8735
187786,187142
41810,59960
71729,72041
72041,71728
196499,195822
160257,40878
134654,134344
134344,134653
134653,134339
134339,134336
134336,134651
134651,134648
134648,134333
134333,134644
134644,134332
134332,134643
381007,382649
259683,259681
212395,212390
361363,350233
275449,276072
276072,275450
98848,98862
238842,236763
400689,399805
274827,274677
34478,34460
34460,34756
205042,207901
58279,29852
395369,395534
88464,88892
88892,88457
269398,268118
187808,187701
187701,187690
187690,187806
187806,187687
18811,18810
18810,19216
19216,58040
396381,379143
97544,97497
176554,298828
298828,176551
176551,29000
29000,177595
177595,176549
176549,176548
176548,28992
28992,177594
177594,28972
28972,28993
28993,28973
28973,28991
28991,28975
28975,28953
28953,28985
28985,28976
28976,176543
176543,28984
28984,28983
28983,176541
176541,176540
176540,28974
28974,177591
177591,28980
28980,177590
177590,28955
28955,28957
28957,28960
81282,80888
114690,94998
94998,114808
58440,402251
271497,271498
271498,271499
271499,271500
208584,208586
208586,208671
102225,106479
269558,402431
260888,259707
11274,20667
39213,39329
125468,118417
379752,379713
238850,236759
236759,238853
208701,208703
208703,189979
189979,191992
191992,208709
208709,208710
208710,191902
191902,193930
193930,191903
191903,193931
193931,191904
191904,193936
193936,191905
191905,193932
193932,191907
191907,193934
193934,191908
191908,193935
193935,191909
191909,193929
193929,191911
191911,193927
193927,208803
208803,206299
206299,208805
378647,378648
378648,378649
346673,346679
59948,59946
30085,30840
30840,30082
30082,30838
30838,30796
154670,154588
210445,210442
176766,177754
177754,177751
346591,346593
346593,346594
346594,346597
346597,346598
346598,346644
346644,346645
346645,346647
346647,346648
324233,322306
322306,322343
350536,361072
361072,361069
361069,361068
256796,256795
256795,256794
256794,256783
104095,109806
109806,106319
219827,212656
253610,253611
113034,112121
108795,103503
103503,108794
119943,127586
127586,129035
129035,119987
119987,126125
213810,209109
209109,209108
209108,209107
209107,51176
51176,208373
208373,209075
111144,104895
104895,111138
111138,104888
48667,191323
255180,255181
255181,255183
287306,287305
287305,287461
287461,287460
297460,297461
79071,78978
78978,172288
172288,79067
79067,172284
33959,120492
120492,121212
121212,213585
213585,120498
120498,125510
125510,194047
194047,31385
31385,121199
121199,118445
108600,108597
177177,177147
48906,191831
401702,401705
390727,390731
390731,390733
140217,140216
203546,203701
203701,203704
28115,28428
142034,142017
27830,28297
194099,209169
275648,274946
274946,274947
289148,289152
361027,359229
218731,212023
27880,27881
27881,28346
28346,27882
27882,28347
28347,27891
27891,27930
390716,390718
345958,345959
345959,347389
347389,345961
54164,55589
55589,57701
266731,266561
379548,379546
379546,379545
379545,379543
379543,58603
50728,50685
292033,291336
291336,291353
306182,306198
306198,320593
320593,306246
306246,306247
306247,306331
360936,349899
349899,360934
236044,236338
246212,246210
12323,12298
368947,256792
206068,204540
12327,8854
8854,182073
182073,8850
358262,350403
265297,260724
260724,265293
320928,320880
119185,127002
247246,247121
49189,49184
83142,83223
144652,139632
139632,144654
235093,234345
234345,326106
115595,174487
297124,295528
140736,140735
379388,379387
379387,380262
95315,94170
368551,368554
177822,176861
239924,239922
181753,186889
186889,181697
181697,184648
184648,181665
181665,184673
236729,238910
179310,184486
255005,255506
255506,255507
184473,179317
179317,184475
184475,184492
196825,5817
29383,29340
337129,337135
18834,58112
58112,153333
153333,171956
171956,189684
189684,18833
18833,58111
58111,153281
153281,171952
171952,189683
401922,401667
59114,59115
59115,59116
295837,295979
80859,80858
106623,106616
106616,106491
106491,253068
253068,106459
37987,37316
187522,5380
5380,187092
187092,187470
187470,5363
5363,5362
5362,5355
5355,187432
187432,5354
140136,140135
324022,321663
321663,321662
321662,324021
105597,105596
105596,105557
105557,105554
105554,105501
390108,390107
153568,273427
239618,237079
259775,265417
265417,265416
265416,259728
259728,265409
29525,29498
29498,178051
36047,36046
139883,144349
68358,68121
261003,33460
33460,8276
8276,173215
173215,174536
58556,57928
55148,54600
323963,321531
321531,323962
54317,54941
73663,73659
73659,72423
72423,73658
134457,134741
134741,134456
134456,134455
347907,337886
337886,347911
38387,38647
244223,244219
244219,244173
247942,247440
247440,247941
115689,114854
213797,208366
104621,104620
104620,110681
110681,110678
172119,172118
172118,172117
172117,172116
172116,380265
33637,34056
27055,27048
27048,28253
28253,28648
46113,157302
157302,196314
196314,201649
120991,127201
234083,234015
234015,234014
396293,395272
395272,395632
395632,396289
359125,360737
32495,32484
32484,284100
145489,145488
291292,291293
191618,191620
286012,272771
272771,285238
103638,108989
361919,360781
247587,235433
380099,380087
178978,21394
93422,93650
361908,360791
152419,152418
211289,211283
279023,279026
101239,101879
101879,101238
101238,101877
101877,101234
101234,101876
101876,101233
235669,235620
235620,235591
299525,152500
368532,377382
348359,346772
346772,346774
346774,346777
346777,348365
145410,142592
142592,142591
105255,105254
42605,41648
54919,54924
348939,348940
402489,402672
402672,402739
322397,322398
322398,322399
276061,275443
275443,276062
276062,275444
275444,276063
276063,275445
275445,276065
259714,264576
23389,22229
22229,22230
22230,22231
59244,59245
401868,401648
401648,401869
41458,41427
202732,326860
326860,152361
152361,155635
155635,37625
364297,200323
49935,49916
218446,211845
404028,404027
368636,369006
335905,335591
271892,271926
271926,271923
24890,27246
38442,37864
181335,110441
110441,8525
103151,103149
103149,103144
338439,338441
23398,22252
220265,212585
212585,212582
212582,212565
212565,212564
212564,212563
212563,212562
212562,219665
219665,212560
212560,212558
333342,333343
89732,89736
154211,266037
82202,27180
53850,53849
59761,59231
59231,59629
59629,59276
59276,59628
59628,59368
59368,59624
59624,58896
58896,59599
98849,98850
395183,395455
202850,202901
180245,180239
34386,34385
390837,390839
395571,304953
304953,202771
202771,304992
81400,80497
304043,300417
300417,304052
152530,296279
361838,349981
145033,142874
142874,145032
145032,142872
142872,145029
145029,142842
32781,31492
245384,245383
245383,72441
72441,73314
5531,6035
246759,246758
102594,107468
390338,390149
390149,390455
390455,390137
40323,257454
288474,288475
288475,281743
107875,102755
102755,10161
10161,107870
175985,175971
288600,333735
19438,18332
18332,19420
219864,219835
253072,253071
361294,350279
235427,235426
235426,235425
235425,235424
83066,84285
306428,306431
145602,150728
219710,212606
298614,295634
295634,297252
297252,295635
362974,362977
234586,235643
395881,395882
377204,377200
260473,260472
260472,265073
114468,114469
114469,114470
114470,114475
114475,114476
114476,114477
114477,114478
114478,114480
114480,114481
114481,114489
6582,6581
6581,6246
305902,320363
218104,327453
321248,321213
337825,337826
337826,337828
337828,337829
337829,344063
99042,99048
103308,103307
271471,271473
346818,346819
346819,346820
395862,322422
359249,359253
49409,49408
324533,321749
160403,160402
160402,160401
49927,49914
49914,205314
205314,206756
206756,49912
49912,206755
328252,328253
328253,328257
328257,328255
328255,328258
328258,328259
328259,328260
328260,328262
348708,348662
158406,158413
305217,305250
41616,41615
68200,48539
48539,84509
47630,46227
7543,7545
7545,7568
7568,7569
250322,250323
6385,6381
121285,191325
191325,204942
204942,49065
288583,288584
102593,107463
346005,346006
346006,346007
346007,346008
346008,346009
362411,362412
180070,183237
397969,397683
201504,201356
403031,404851
82370,40234
40234,82367
378189,378190
202835,202836
278897,278898
278898,278899
49341,49340
284444,284302
252444,252445
271957,272562
272562,272563
272563,272564
272564,272565
272565,272566
272566,271951
271951,272567
272567,272568
272568,272569
272569,272570
272570,271950
271950,272572
272572,271948
95431,95434
95434,95460
95460,320201
320201,304885
304885,304888
304888,307208
307208,320290
320290,320291
320291,320300
320300,322143
322143,320301
320301,254993
254993,254991
254991,336332
336332,336437
154098,152735
152735,154088
154088,152724
382120,381068
381068,382680
134541,134540
368395,368396
21409,21407
211278,214387
214387,211277
211277,214390
214390,211276
139895,139889
49703,49697
257727,257726
244818,269488
269488,270424
270424,382984
382984,402844
220027,220018
220018,212800
247307,247305
260803,265338
265338,265332
265332,260794
248056,247497
247497,248055
24789,24792
346966,348551
348551,348552
348552,346967
346967,346968
212782,219969
219969,219961
219961,212701
321214,321212
338527,121241
58522,57872
330718,285252
48591,48583
48583,48873
48873,48553
48553,48870
299558,299561
299561,299562
62869,62871
176914,177856
196778,46734
46734,40724
40724,41016
73650,247630
247630,248107
248107,73648
73648,82214
143945,143933
330566,330565
330565,330560
269454,268120
268120,269464
139939,144295
144295,135105
135105,139938
139938,135055
135055,144323
144323,139901
139901,144326
181575,181574
181574,249336
249336,110939
110939,181559
323372,304212
304212,323373
279958,279672
376405,368881
76768,76437
76437,76772
76772,76438
76438,76773
76773,76439
76439,76774
76774,76440
76440,76775
76775,76441
361708,350046
197376,197375
68900,68912
187799,187661
187661,187648
187648,187647
187647,187645
41948,40688
40688,40956
171989,171987
189723,191766
191766,48911
240546,240470
240470,240459
260632,265219
265219,265215
238417,236907
236907,238509
30132,29599
47029,47043
99153,68811
245054,244631
244631,244722
380596,380597
78148,78348
78348,203332
203332,78349
78349,80148
80148,203336
203336,78351
78351,80151
80151,203418
114593,365327
29670,29669
29669,58163
58163,100953
100953,176594
176594,234983
295254,298589
48895,204616
260588,265179
265179,265177
60412,60399
11344,20729
82252,82248
82248,82218
82218,82217
82217,82072
50515,49773
267914,267915
267915,401946
361235,361236
361236,361234
361234,361233
135293,143637
44756,45816
45816,205283
205283,196955
196955,206692
206692,206672
206672,208894
208894,206671
206671,44759
44759,45814
45814,208890
216125,216231
359313,359314
392254,391737
391737,392244
288865,288869
288869,288878
157858,157287
157287,45637
45637,157856
65609,62932
86147,86146
86146,86137
86137,86130
86130,86128
86128,86127
85388,85384
293955,293956
293956,293958
293958,293959
275119,275759
275759,275184
200246,200515
163690,163574
163574,163568
163568,163517
163517,163513
163513,163505
348960,348771
348771,286504
286504,286503
268143,268036
188080,188510
267097,266995
22885,22887
22887,151008
151008,284036
298488,298489
52114,51892
51892,52115
104354,110239
110239,104353
104353,110231
45502,45501
27008,47698
47698,47697
47697,47779
150584,141794
240467,237375
170458,170733
220529,220530
118268,393963
104155,109907
109907,109899
109899,104148
104148,104147
2466,2453
128220,126499
126499,10956
10956,86310
86310,215434
215434,215698
215698,210217
210217,321824
321824,207965
207965,320952
320952,348981
348981,268961
268961,252984
252984,397637
397637,291488
291488,397911
397911,278401
278401,278404
278404,278405
278405,284659
284659,278408
278408,177847
395195,395443
190249,191512
105196,105165
102023,101617
101617,101615
260698,265281
38656,38650
253198,253200
111818,112185
51646,51524
51524,51645
19553,20264
20264,20265
20265,20284
383953,163696
23620,23523
23523,23621
23621,23522
51640,51491
77472,77474
271575,271576
89698,58114
381022,382652
382652,381026
381026,382655
29268,29244
89299,89529
5264,5834
5834,5262
97535,97488
323539,323542
323542,306621
103437,103015
103015,102983
337025,336733
336733,337026
337026,337029
337029,337030
337030,337040
337040,337168
337168,337172
337172,337176
337176,337180
337180,337267
337267,337269
337269,337273
337273,337276
337276,337277
337277,337392
337392,346204
348916,348777
213267,213283
213283,196792
19451,19436
160387,160386
160386,160385
8747,12054
212169,219106
213912,51165
51165,208436
60791,60968
60968,60905
240567,237411
245232,245230
245230,245229
245229,245218
245218,245214
218813,218808
218808,218782
218782,378536
1934,1469
71606,71932
71932,71931
30782,30758
30758,177298
97221,97210
134237,134585
59893,70889
323157,306638
306638,306639
291493,291495
291495,291500
291500,291501
291501,291504
294957,297685
108470,108415
145025,142776
219301,212348
212348,212304
321306,321305
321305,321303
321303,321268
2198,2174
324133,321858
321858,321859
321859,321860
321860,324134
119389,127245
397834,291449
291449,291450
291450,291452
291452,291523
291523,397962
397962,336067
336067,397678
397678,397679
397679,397964
24698,126005
98677,98680
98680,98681
154122,152759
267271,266973
383958,383969
383969,49559
49559,394778
394778,278343
278343,258087
258087,257786
117854,178408
402341,402122
402122,402342
154259,99110
99110,154253
358737,359183
42682,41455
232692,232914
197437,197399
197399,197398
110670,104618
235565,235447
128119,214679
321619,321599
321599,321598
217352,209476
237692,237393
237393,236593
236593,235380
235380,234464
234464,205230
196251,195784
380257,380256
380256,380253
144150,134208
109306,103817
103817,103815
103815,109290
109290,109233
109233,234051
234051,234053
299217,295500
209310,213447
213447,206495
368579,368586
190481,190472
358793,358794
173946,33006
33006,33004
250325,250327
271376,271378
367020,369768
369768,369775
369775,369214
186691,182907
274285,274286
390248,390271
361565,361563
361563,361555
361555,361554
217792,211582
211582,217788
217788,211578
171730,173102
140127,143983
234743,235922
235922,234696
125117,118303
381974,381975
323684,324460
218095,218089
218089,211683
211683,211680
140194,144156
144156,140187
140187,140186
153950,152803
5218,44206
73062,19326
19326,29954
234591,235705
235705,234589
379888,379877
218603,211955
211955,211948
211948,211941
211941,220279
220279,211754
211754,211747
211747,218192
218192,120310
120310,125550
125550,128732
128732,73687
73687,101755
286575,286574
209539,217148
217148,209536
209536,217247
299283,295596
49659,49650
212444,219405
219405,212411
212411,219403
219403,212406
390144,390357
390357,390356
390356,390058
390058,390057
390057,390355
10849,185928
185928,10836
181259,181257
82326,286522
55154,55150
55150,55132
55132,55127
214409,214415
54326,32922
32922,54914
398086,336138
33272,276551
276551,276507
276507,278622
278622,278322
278322,278543
58134,58133
182224,32389
32389,12448
12448,21242
21242,182175
182175,12447
12447,21241
163390,163388
163388,163367
207126,207123
376425,368364
93917,93916
18478,18390
29936,29935
29935,29910
51381,50138
50138,49380
397528,397532
30453,30452
30452,30450
30450,30448
30448,30447
30447,30444
285211,285212
285212,285213
285213,273746
273746,273747
273747,273748
273748,273760
273760,273765
236019,234736
241828,196657
234556,235597
235597,235561
304120,324567
324567,304184
304184,324568
324568,324570
327347,327348
358419,350305
350305,350314
76488,76411
55489,54191
54191,55495
55495,55498
55498,57675
57675,54188
54188,55512
55512,57678
400397,400371
400371,320974
120024,121251
121251,120055
120055,125687
208013,7613
288477,288478
382317,76980
76980,87820
87820,381991
381991,382301
382301,382300
382300,382299
382299,381990
381990,381986
381986,381985
381985,382864
382864,382281
77669,77672
307188,320730
286747,160733
196045,196350
150816,140254
140254,150814
321848,321443
86225,86208
86208,86207
112269,112267
79181,79009
79009,79184
70423,69634
347127,348573
376297,368868
368868,368869
368869,368870
368870,376298
376298,368873
106819,102329
102329,106817
267918,267937
267937,267939
379104,380713
49663,49632
391935,391934
233376,233356
150603,150601
150601,141876
104120,106316
45851,70003
70003,46627
46627,44087
94151,93981
115327,400442
400442,296606
202905,202915
202915,202921
50239,50165
236198,236220
337786,337787
36105,36104
361600,350113
255993,200520
304644,322846
322846,322847
216994,216996
48685,48684
361647,361618
361618,350096
247829,247830
247830,247013
145080,143372
111578,112777
300472,305391
305391,300471
300471,300473
335798,336153
336153,335799
335799,336154
50016,190408
233525,232918
232918,232917
69850,69916
69916,69849
164709,164710
34414,172840
10027,8051
8051,183308
183308,8039
8039,108376
322784,304000
304000,395353
395353,395550
395550,322895
322895,333187
333187,276167
276167,333271
333271,276205
276205,246347
246347,8309
8309,22429
22429,95764
95764,95874
95874,369169
369169,323084
323084,304012
304012,203223
203223,276364
276364,173119
173119,400453
400453,400451
400451,24720
24720,323153
323153,203371
203371,276457
276457,276459
276459,306945
306945,323200
323200,306946
306946,323203
323203,306961
306961,323204
323204,323209
323209,203383
203383,233285
233285,164029
164029,164028
164028,164026
164026,32932
32932,24883
24883,27239
27239,24889
24889,163945
163945,27245
27245,168124
168124,324183
324183,307367
307367,321995
321995,307380
307380,323252
323252,321982
321982,323305
323305,300286
300286,324168
324168,381093
381093,381048
381048,248554
248554,55009
55009,324066
324066,377216
377216,256768
256768,321828
321828,324054
324054,298273
298273,31374
31374,294996
294996,294998
294998,379498
379498,273104
273104,273097
273097,190375
190375,190373
190373,190077
190077,1550
1550,346220
346220,346310
346310,346668
235915,234768
234768,235899
235899,235897
28276,28278
282132,282120
282120,281601
281601,398022
398022,397725
72051,71733
49167,48613
48613,49166
209165,268725
260285,264903
8961,11594
11594,338449
338449,338450
338450,338451
338451,338489
338489,189809
362123,349918
349918,362293
362293,360810
360810,362124
362124,349920
349920,362294
362294,360812
12060,8748
41669,41664
86297,86284
86284,86275
86275,86274
395401,395502
346986,346987
346987,346988
266565,266566
398874,398858
68299,69511
69511,68300
68300,69508
69508,68301
68301,69507
69507,68159
68159,67800
67800,68095
235260,234395
324433,300221
300221,306194
112472,112475
112475,112477
11211,20612
235554,244367
244367,234537
167447,167446
167446,390078
284635,284371
70649,69687
256998,357737
357737,358302
358302,362323
362323,390064
390064,275463
275463,274907
274907,274905
207466,206058
51217,34093
34093,49653
378197,378200
90238,90239
140233,140210
255331,254944
186265,10692
10692,108810
108810,180629
362702,360693
90457,88821
1924,1464
1464,1923
108149,106054
161272,161279
111599,112049
141536,141534
250765,203163
362651,349872
291455,336047
101421,101952
101952,101417
101417,101385
115305,86158
86158,86151
86151,360633
360633,390085
246148,246146
246146,246142
246142,246129
103171,103156
103156,103092
103092,103090
214497,211223
264447,260195
40338,52454
52454,159333
29385,29384
187041,187316
187316,187859
187859,187840
187840,187877
187877,60816
60816,60829
60829,187314
276460,276461
267076,267050
7783,76635
76635,88251
88251,258043
20203,30842
365461,365418
365418,365462
260595,265185
241936,196605
304786,323660
323660,323666
323666,322891
397445,236294
236294,236298
236298,236306
236306,236307
236307,235129
235129,235128
113352,114919
268938,208839
187468,188268
188268,187466
187466,187465
187465,188264
188264,188265
188265,187463
187463,188266
188266,187459
177074,29514
29514,178105
178105,177285
32166,32219
249854,249853
279657,279666
58588,57975
397844,291448
368465,368466
368466,377315
377315,377316
321182,321181
321181,321180
58210,58208
336038,335745
112244,112243
112243,112242
112242,112241
112241,112240
61237,61236
244157,244156
232856,232812
100723,284522
284522,325570
139834,144409
362757,362759
51813,51808
2276,1321
89194,89193
83077,84311
48338,49895
379806,379142
379142,379141
379141,379797
379797,379789
379789,379140
305421,324397
324397,305426
246893,246025
398052,397750
397750,397751
397751,398054
398054,397752
397752,397753
397753,397754
397754,398055
398055,397755
397755,397756
397756,398059
398059,255582
255582,398064
398064,398066
398066,397761
397761,398069
398069,397763
294842,153050
153050,294841
39310,40422
196006,195676
195676,195851
376920,368286
212690,219911
219911,219908
205881,207615
207615,207339
120533,125288
27846,28309
28309,28313
28313,27850
361942,360754
100883,29001
29001,28971
28971,28982
52344,85412
85412,52168
61351,61353
61353,61338
162786,163896
163896,168075
280066,279768
337473,337474
219878,219876
218539,211894
397456,283746
292034,291358
144176,145123
145123,144182
348162,346691
346691,346695
346695,346696
346696,346697
346697,346698
346698,346702
192333,192329
192329,192330
49782,48806
48806,49308
49308,48276
85386,85385
85385,85373
85373,85272
85272,85338
260557,265145
265145,260555
156381,250400
250400,153595
27834,28303
275020,275021
104929,111188
111188,104928
104928,111187
5830,5829
6421,6420
6420,6406
6406,6405
6405,6403
6403,6402
276281,77504
77504,276282
276282,276283
276283,77509
36392,36375
36375,36369
101197,101030
200565,200434
200434,200566
291612,336073
336073,176997
176997,291536
291536,176992
176992,291537
291537,291539
291539,291541
291541,336087
336087,291544
32003,32006
32006,32005
32005,32004
32004,31654
31654,31653
31653,31642
31642,31641
31641,31629
31629,31628
31628,31613
213095,209417
6441,6238
6238,6440
6440,6237
6237,6439
6439,6236
186920,182777
274172,274173
158663,158657
304219,323611
323611,304224
237227,239986
239986,237224
275390,275991
80578,80579
80579,80935
80935,80936
80936,397997
397997,397705
397705,398000
100718,257506
257506,325568
325568,347454
152514,233871
109367,103869
22247,23396
23396,22248
58959,60042
142984,150705
150705,142979
114848,115539
255106,255195
255195,255567
46958,46957
184649,181687
365749,366337
291457,291458
257628,275088
255190,398048
398048,397743
397743,397744
397744,255198
255198,398156
19286,18906
18906,19284
60175,60179
80873,81275
81275,80870
80870,158342
158342,158344
6569,271249
271249,6244
398096,397770
255016,255015
255015,255014
247576,247451
247451,247575
80586,80943
247773,247069
253359,253028
253028,253349
214510,211212
211212,214514
214514,211210
211210,214515
214515,214525
214525,214531
214531,211194
6850,6287
259939,261239
261239,259938
206901,208027
48487,49077
359286,359554
379601,379111
61055,61053
61053,61052
61052,61051
144396,144397
58898,59598
297159,297399
297399,297318
297318,295780
249164,249156
233711,233196
402539,402540
361119,350448
350448,361118
361118,361117
19176,18379
18379,18470
18470,19166
369016,369018
369018,376883
324177,321725
239674,71570
71570,81822
60397,6680
6680,6271
6271,6677
6677,6671
6671,60250
60250,60251
60251,6670
6670,60252
60252,6669
6669,60253
60253,6266
6266,60259
60259,6662
6662,60393
60393,6661
6661,60392
60392,60391
40744,40743
18429,18427
104552,110544
110544,106266
383647,383649
322410,322412
322412,322413
322413,324282
361638,350086
350086,361606
9966,9971
142174,142172
44885,44886
44886,46403
46403,46402
204822,48701
216314,216323
216323,209848
209848,216326
377714,377715
74366,74365
164184,164183
164183,164181
164181,164179
164179,164178
164178,164176
89489,89280
305857,323761
119532,119533
119533,126646
126646,126647
134615,134614
134614,134953
134953,134612
59660,60236
107703,102590
51375,296723
296723,402800
402800,19403
359437,350409
284655,364510
364510,284339
278985,279062
279062,279793
283749,291404
376596,376597
376597,376606
376606,376607
378079,378083
326195,325331
325331,326196
164769,164007
164007,164006
164006,168185
348869,348767
105628,105627
105627,105625
220275,212141
212141,212140
212140,212139
338700,338715
26993,26983
26983,27402
48033,48032
48032,48031
48031,48030
368566,368570
390647,390653
196472,195767
195767,195768
260895,259905
259905,261237
98912,98919
98919,212853
76630,88590
88590,366866
232799,233338
294863,294865
294865,294866
219480,212462
179180,179825
179825,273064
273064,273051
235556,235542
235542,235463
235463,235408
206809,206800
71430,70135
304694,322854
322854,304704
304704,304705
104699,106247
240073,35958
275554,274945
274945,390195
19978,19232
6902,6294
6294,6953
111134,104847
79958,79959
337584,337585
337585,337586
337586,347738
347738,347740
347740,347742
347742,347743
347743,347744
11760,184757
184757,11759
11759,184758
208966,214052
252388,252414
376599,376609
69301,62777
62777,62786
12160,17768
322395,322396
159492,159727
159727,159728
178159,177407
239758,237131
237131,247518
90608,88838
184990,181287
322626,306560
306560,322637
322637,306562
306562,322638
322638,322640
77667,77674
403192,403191
376408,368978
33996,34447
34447,33971
383692,22823
22823,160294
235953,234703
234703,235927
235927,234699
211886,211865
211865,211864
49616,49592
346493,346494
346494,346495
271454,271456
271456,271457
359357,350223
50222,50221
209002,208997
155718,155717
155717,175043
175043,175032
114839,243034
110455,104486
267224,267225
267225,267226
152362,152309
359231,359233
52148,51912
51912,51601
45171,46327
46327,45172
45172,46326
46326,2065
2065,45186
22330,22332
22332,22333
361936,360761
192127,192672
259969,264707
205466,207410
259799,264623
32750,31460
384616,247450
247450,385119
33423,186067
383712,385224
385224,383724
244304,244276
244276,244275
244275,244253
346934,347243
347243,347244
347244,346935
265958,283581
402401,255118
255118,402403
402403,402405
46284,45176
45176,45177
45177,46282
268980,269013
45455,59207
59207,45447
45447,59210
209149,209148
320289,307166
307166,320299
320299,307238
307238,322114
336674,336670
120132,125555
125555,211453
23426,22320
34665,34662
346079,346078
72182,72072
5398,5390
59494,59668
362076,362077
362077,362078
362078,362079
218432,218424
218424,211835
211835,211833
180926,109658
109658,294782
294782,294781
337548,347731
95435,19585
19585,45722
45722,45720
6024,44775
44775,6022
6022,6020
6020,187728
187728,187727
187727,187195
32314,32313
32313,32312
29926,29924
29924,30289
30289,29920
29920,30288
30288,29917
29917,29916
35782,35783
204705,206182
206182,206146
206146,204647
365408,365409
41540,41385
103568,108895
108895,106357
299529,51814
182810,182807
69962,70038
274510,274222
140492,135155
127140,118271
118271,232988
32038,32039
32039,32041
235589,234541
218122,211703
125646,128667
284632,284372
299244,255095
255095,255096
255096,295527
295527,255520
255520,297139
297139,255110
255110,297143
95201,95203
95203,95205
204633,206121
82150,82055
82055,82630
157549,157537
216980,120949
120949,128367
128367,209567
288839,288840
288840,288841
288841,288842
256579,256580
256580,256581
256581,256582
256582,256583
26970,26969
26969,380337
240572,237412
47519,196740
236061,234757
234757,236060
217267,217268
217268,194197
194197,217272
213550,208232
67783,7216
161193,161194
206148,204649
204649,204643
101646,101644
187379,187964
79174,79175
79175,79177
79177,79430
162527,162711
162711,162529
162529,162712
234512,235497
235497,234511
8787,378664
35878,35876
32688,32671
305975,300321
145579,143061
212865,120325
120325,120396
120396,127433
297001,379544
379544,379100
180986,185510
99140,152428
160137,160377
160377,160376
121118,126131
126131,121159
121159,127600
127600,128095
220200,220206
271463,271464
271464,271465
271465,271669
271669,271468
84322,84366
278838,45001
368974,368975
201383,201601
246101,246100
333924,333925
333925,333926
115998,115991
106392,363124
